VIN,TRANSACTION_ID,CORRECTION_VERBATIM,CUSTOMER_VERBATIM,REPAIR_DATE,CAUSAL_PART_NM,GLOBAL_LABOR_CODE_DESCRIPTION,PLATFORM,BODY_STYLE,VPPC,PLANT,BUILD_COUNTRY,LAST_KNOWN_DLR_NAME,LAST_KNOWN_DLR_CITY,REPAIRING_DEALER_CODE,DEALER_NAME,REPAIR_DLR_CITY,STATE,DEALER_REGION,REPAIR_DLR_POSTAL_CD,REPAIR_AGE,KM,COMPLAINT_CD_CSI,COMPLAINT_CD,VEH_TEST_GRP,COUNTRY_SALE_ISO,ORD_SELLING_SRC_CD,OPTN_FAMLY_CERTIFICATION,OPTF_FAMLY_EMISSIOF_SYSTEM,GLOBAL_LABOR_CODE,TRANSACTION_CATEGORY,REPORTING_COST,TOTALCOST,LBRCOST,ENGINE,ENGINE_DESC,TRANSMISSION,TRANSMISSION_DESC,ENGINE_SOURCE_PLANT,ENGINE_TRACE_NBR,TRANSMISSION_SOURCE_PLANT,TRANSMISSION_TRACE_NBR,SRC_TXN_ID,SRC_VER_NBR,TRANSACTION_CNTR,MEDIA_FLAG,VIN_MODL_DESGTR,LINE_SERIES,LAST_KNOWN_DELVRY_TYPE_CD,NON_CAUSAL_PART_QTY,SALES_REGION_CODE
3HRFFDER8NH522491,13039,"Replace Steering Wheel Check Ok 1699-,0130",Customer States The Lettering And Finish On The Steering Wheel Is Coming Off. Plant: Sil,02-02-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Cgf,SIL,MX,Royal Wheels Auto Sales,Houston,11 45870/322530,Apexshore Motors,Houston,TX,1,770653605,22,62183,0,0 0890,T03.0351,US,48,FE9,FTB,130,Freg,430.11,430.11,86.07,LM2,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",MQC,"Byt 10 Spd, 10L80, Atss, Cpa, Gen 2",,V2220842Cvcx0228,287827,S2220701Cnjx0928,2820990411,6,1,Y,Tf18543,,10,0,1
1HR49RE78SF167912,13041,Removed And Replaced Steering Wheel,Customer States Heated Steering Wheel Inop,03-02-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Cgh,FLT,US,Prestige Drive Motors,Mansfield,48 06190/316635,Silverridge Motors,Mansfield,MA,1,20481902,9,30941,0,0 0890,D06.6385,US,48,FE9,FTB,130,Freg_Pol,507.32,507.32,59.34,L8T,"Gas, 4 Cyl, L4, 2.0L, Sidi, Dohc, Vvt, Alum, Turb O, Var 3",MYD,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",,T1222901L71X0198,8042172,920D8Aye80290400,2820728274,6,1,Y,Tf30743,,18,0,1
1HNSKRKD6RR110090,13042,"Diagnosis Of Open Circuit Inside Wheel. Replace Steering Wheel ( 0130 .3+ .4= .7 Hrs ),Steering Wheel Replacement Gm Preauth# 498654000000",Customer States Heated Steering Wheel Inop,05-02-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Utility,4 Door Utility,T1Ucf,ARL,US,Bluehorizon Autos,Midlothian,13 14002/227353,Luxeline Auto,Midlothian,VA,1,231120000,2,5666,0,0 0312,Lgmxt05.3386,US,13,FE9,FTB,130,Freg_Pol,435.26,435.26,61.08,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,K2211211Mf1X2480,287827,S2212922Ckjx2091,2820889729,8,1,Y,Cf10906,,10,0,1
3HCFDDED5NH572905,13065,Unknown,Owner Reports: The Super Cruise Bar On The Steering Wheel Is Coming Of F. Check And Advise. Advisor Running Pra Tool.,05-02-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Ccf,SIL,MX,Crown Auto Sales,West Valley City,13 11028/112853,Summitedge Motors,Auburn,IN,1,467062010,21,33819,0,0 0890,Lgmxt05.3386,US,13,FE9,FTB,130,Freg_Pol,205.96,238.04,63.71,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHT,"Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",,A2220292Jw9X2202,287827,S1222212Bkjx2289,2822178289,14,1,Y,Cf18543,,10,0,1
1HR49XEY6RF285876,13052,Steering Wheel Replacement,"Heated Steering Wheel Inop. When You Hit The Button On It Turns Off Immediately. When Remote Starting It, It Will Turn Light On Butnever Heat Up. - Ro 6124563 - Ro 6126117 - Dave - Pra #495554400000",05-02-2024,Wheel Asm-Strg *Fawn,Steering Wheel Replacement,Full Size Trucks,Extended Cab,T1Cgh,FLT,US,Golden Wheel Motors,San Antonio,11 45651/118664,Horizonstar Auto,San Antonio,TX,1,782321415,3,9088,0,0 0621,D06.6398,US,48,FE9,FTB,130,Freg_Pol,1166.27,1166.27,190.58,L5P,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",MGM,"Byt 9 Spd, 9T65, Gen 1",,R2211274Jfhx0197,8042172,Y0211271Mkfx0248,2822044999,6,1,Y,Tf30743,,10,1,1
3HNKBCR47NS151581,13039,Replaced Steering Wheel.,Customer States The Lettering And Finish On The Steering Wheel Is Coming Off. Plant: Sil,05-02-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Global Crossover Vehicles,4 Door Utility,C1Uc,RAM,MX,Ridgeview Car Sales,Cape Coral,13 26013/169633,Legacyroad Motors,Cape Coral,FL,1,339912046,23,58324,0,0 0310,T02.0500,US,13,FE9,FTB,130,Freg,284.89,284.89,57.2,LSY,"Gas, 8 Cyl, 6.6L, Sidi, Vvt, Cast Iron",M3T,"Byt 9 Spd, 9T60, Etrs Gen 1",,N2220202Juhx0917,822972980,22220280Whbp0898,2820871997,4,1,Y,1Nf26,Lt,10,0,1
3HCFDEED0SH124676,13045,Replaced Steering Wheel Now Okay,Customer States Heated Steering Wheel Inop,05-02-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Ccf,SIL,MX,Cloudline Auto Group,Eldersburg,13 29080/314336,Cityline Auto Sales,Eldersburg,MD,1,217846407,2,11537,0,0 0310,Lgmxt05.3386,US,13,FE9,FUC,130,Freg_Pol,438.78,482.78,119.23,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHT,"Byt 10 Spd, 10R1000, Grx, Gen 1, Var 1",,A2222981Mf1X0099,287827,S2222972Bkjx2888,2820989429,10,1,Y,Cf20743,,10,0,1
1HNSKCKDXNR189867,13039,Remove And Replace Steering Wheel,Customer States Heated Steering Wheel Inop,05-02-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Utility,4 Door Utility,T1Ycf,ARL,US,Primewheel Motors,Freehold,13 02162/307311,Goldpeak Car Traders,Freehold,NJ,1,77288534,25,37708,0,0 0312,Lgmxt05.3386,US,13,NE1,FUC,130,Freg_Pol,256.11,256.11,66.33,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,A2220012Jw9X0711,17749294,R2221472Ckjx0891,2820888229,4,1,N,Tf10906,,10,0,1
1HKKNLLS4SZ248206,13045,"Approved 4.9(Olh) For Added Diagnostics With Tcsc To Figure Out And Co Mplete Programming While Replacing The Steering Wheelassembly. Rob W. 1-2-24 3-31Pm Olh For Open Tac Case, Contact Tcsc Case # 9-1156925877 4 Multiple Times And Completed Drive Motorsoftware Update Programming . Performed System Check As Per Customers Concern, Steering Wheel Comi Ng Apart. Contacted Tac Case#9-11503916151 "" Please Be Aware If A Dea Ler Receives A Replacement Super Cruise Steering Wheel Part Number 850 13816. Onceinstalled They Will Need To Contact Tcsc And Request This Below. Applies To 2023 And 2024. Order And Replaced Steering Wheel, Contacted Tcsc Many Times And Also Get Assistance From Fse Bill M. To Co Mpleted Programming. Per Tcsc Programmed Drive Motor Controlmodule 1 Wcc-Fdyz196959052 Prog, Set Up Wcc-0Syy196956992. After Programming Co Mpleted Performed A Drive Cycle And Check Steeringwheel Operation, Op Erating Normally At This Time. Mileage In 5522, Mileage Out 5532. Char Ge Vehicle Soon!!!",Customer States The Lettering And Finish On The Steering Wheel Is Coming Off. Plant: Sil,05-02-2024,Wheel Asm-Strg * Jet Black,Heated Steering Wheel Module Replacement,Global Crossover Vehicles,4 Door Utility,C1Ug,SHT,US,Evergreen Car Traders,Brantford,14 85634/120802,Novadrive Motors,Brantford,ON,1,N3R8B8,5,11781,0,0 0310,Lgmxt03.6151,CA,14,FE9,FTB,130,Freg_Pol,355.82,402.08,108.055,LGX,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,W2221892Jdpx0288,822972980,21212072Skbp0140,2820987849,6,1,N,Tnc26,At4,10,0,1
3HRS9EED0LH255650,13041,Replaced Steering Wheel Now Okay,Customer States Heated Steering Wheel Inop,07-02-2024,Module Asm-Strg Whl Ht Cont,Steering Wheel Replacement,Full Size Utility,4 Door Utility,T1Ycf,ARL,US,Ironwood Auto Sales,Muncy,13 15009/113926,Crestwood Auto,Muncy,PA,1,177568160,13,17008,0,0 0890,Lgmxt05.3386,US,13,NE1,FUC,50,Freg_Pol,554.0625,604.695,88.31,L84,"Diesel, 6 Cyl, 3.0L, Cri, L6, Dohc, Turbo, Vgt, Alum, Css50V, Var. 2",MHS,"Byt 10 Spd, 10L60, Gen 1, Atss, Etrs, Var 1",,K2220982Jw9X1980,287827,S2222082Ckjx2928,2820789029,4,1,N,Tf10906,,10,0,1
1HYKNHRS6MZ221833,13041,Replaced Steering Wheel,Customer States Heated Steering Wheel Inop,07-02-2024,Wheel Asm-Strg * Jet Black,Heated Steering Wheel Module Replacement,Crossover Suv,4 Door Utility,C1Ul,SHT,US,Metroedge Motors,Newport News,11 37732/117067,Primewheel Auto,Newport News,VA,1,236024313,32,35451,0,0 0310,Lgmxt03.6151,US,12,FE9,FTB,130,Freg_Pol,718.53,1026.53,59.88,LGX,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,W2222192Jdrx0209,822972980,22222280Kkbp0890,2820784987,4,1,Y,6Nj26,Sport,15,1,1
1HYKSSRL4SZ003381,13048,Replaced Steering Wheel,Owner Reports: The Super Cruise Bar On The Steering Wheel Is Coming Of F. Check And Advise. Advisor Running Pra Tool.,07-02-2024,Applique Asm-Strg Whl Tr Spoke Cvr *Jet Black,Heated Steering Wheel Module Replacement,Bev,4 Door Utility,L233,SHT,US,Brightstar Auto Co.,Ridgeland,12 25232/312069,Bluestream Car Traders,Ridgeland,MS,1,391574406,8,13393,0,0 0310,T00.0006,US,12,FE9,FF6,130,Freg_Pol,1474.06,1474.06,118.9,EN0,None,MF1,None,,V2210291Mftx0188,167638281.4,21210129Ikbp0429,2822282187,6,1,N,6Mb26,,10,0,1
1HKKNXLS3SZ128369,13044,Steering Wheel Replacement,Customer States Heated Steering Wheel Inop,07-02-2024,Wheel Asm-Strg * Jet Black,Heated Steering Wheel Module Replacement,Global Crossover Vehicles,4 Door Utility,C1Ug,SHT,US,Liberty Drive,Sherman Oaks,11 46346/118677,Luxeline Auto,Signal Hill,CA,1,907551909,12,25341,0,0 0890,Lgmxt03.6151,US,48,FE9,FUC,130,Freg_Pol,481.95,481.95,86.57,LGX,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,W2222442Jdrx0092,822972980,21222222Skbp0119,2822042248,4,1,N,Tnn26,Denali,10,0,1
1HC4WLE78RF260518,13045,"Checked - Found Dtc'S U0229 - U1530 Set In Bcm. Found Pip5883J, Verifi Ed Rpo Options. Tested Per Si - Was Inconclusive.Testedperwiring Sc Hematic - All Circuits Tested Ok. Looks Like Faulty Heated S-W Module. Ordered New Module 9-26-23.1-2, Replacedheated S-W Module.",Customer States Heated Steering Wheel Inop,07-02-2024,Wheel Asm-Strg *Black,Heated Steering Wheel Module Replacement,Full Size Trucks,Extended Cab,T1Cch,FLT,US,Dreamcars Auto,Saint Clairsville,13 26480/114695,Westpoint Motors,Sarasota,FL,1,342396999,4,35493.25,0,0 0313,D06.6230,US,13,FE9,FTB,130,Freg_Pol,554.0625,604.695,101.85,L8T,"Gas, 4 Cyl, L4, 2.0L, Sidi, Dohc, Vvt, Alum, Turb O, Var 3",MKM,"Byt 10 Spd, 10L80, Grx, Gen 1, Atss, Etrs, Var 1",,T1212794Mgux0097,8042172,Y0212811Mrfx0180,2820879999,6,1,N,Cc20943,,14,0,1
1HKKNXLS8MZ121378,13041,Replaced Steering Wheel Now Okay,Customer States Heated Steering Wheel Inop,07-02-2024,Applique Asm-Strg Whl Tr Spoke Cvr *Jet Black,Heated Steering Wheel Module Replacement,Global Crossover Vehicles,4 Door Utility,C1Ug,SHT,US,Radiant Road Motors,New Britain,48 06594/117920,Crestwood Auto,New Britain,CT,1,60513102,38,48660,0,0 0890,Lgmxt03.6151,US,48,NE1,FUC,130,Freg,524.56,524.56,54.27,LGX,"Gas, 6 Cyl, 3.6L, V6, Di, Dohc, Vvt, Alum, Gen 2",M3W,"Byt 10 Spd, Rwd 4.54 1St, 2.86 2Nd, 2.06 3Rd, 1.7 1 4Th, 1.48 5Th, 1.26 6Th, 1.00 7Th, 10L",,W2202782Jdpx0002,822972980,22202890Kkbp2894,2820727781,4,1,Y,Tnn26,Denali,10,0,1
